| NO   | NO EMP | PUESTO                 | APELLIDO PATERNO | APELLIDO MATERNO  | NOMBRE               | TELEFONO   | EDAD | SEXO       | ESTADO |
| 227  | 323044 | TecSup                 | CERVANTES        | ROMAN             | PEDRO                | 6461025109 | 21   | HOMBRE     | CM |
| 228  | 329073 | EspSeg                 | GUERRERO         | TORRES            | ROBERTO              | 6461005591 | 25   | HOMBRE     | JC |
| 229  | 306129 | MedGen                 | DIAZ             | CERVANTES         | ROBERTO              | 6461029516 | 34   | HOMBRE     | ZS |
| 230  | 330137 | Enferm                 | SERRANO          | SILVA             | VICTORIA             | 6461000100 | 26   | MUJER      | YN |
| 231  | 313272 | ProfPrim               | SALAZAR          | LEAL              | EMILIO               | 6461000773 | 35   | HOMBRE     | NE |
| 232  | 313074 | IngCivil               | VILLANUEVA       | CASTANEDA         | JOSE                 | 6461019345 | 34   | HOMBRE     | YN |
| 233  | 325464 | AnlDatos               | QUINTERO         | CHACON            | EMILIO               | 6461000491 | 50   | HOMBRE     | PL |
| 234  | 325067 | Enferm                 | JIMENEZ          | DURAN             | RAQUEL               | 6461021568 | 45   | MUJER      | GT |
| 235  | 308358 | Abogado                | ROMAN            | HERRERA           | MARTA                | 6461027175 | 28   | MUJER      | CS |
| 236  | 300848 | IngRed                 | SALAZAR          | JIMENEZ           | RAQUEL               | 6461032560 | 41   | MUJER      | TS |
| 237  | 320590 | MedGen                 | IGLESIAS         | VALENCIA          | MANUEL               | 6461028631 | 31   | HOMBRE     | CH |
| 238  | 313172 | EspSeg                 | MEDINA           | HIDALGO           | ARMANDO              | 6461005381 | 20   | HOMBRE     | CL |
| 239  | 331449 | EspSeg                 | CERVANTES        | CABRERA           | GUILLERMO            | 6461019784 | 42   | HOMBRE     | JC |
| 240  | 312743 | TecSup                 | VEGA             | RUBIO             | BEATRIZ              | 6461021265 | 34   | MUJER      | HG |
| 241  | 332457 | MedGen                 | LOPEZ            | MENDEZ            | EMILIO               | 6461015493 | 46   | HOMBRE     | CH |
| 242  | 308590 | GteProj                | PAREDES          | LEAL              | MERCEDES             | 6461025937 | 38   | MUJER      | CS |
| 243  | 302684 | ProfPrim               | VALENCIA         | ARIAS             | ALBERTO              | 6461026110 | 41   | HOMBRE     | NE |
| 244  | 322005 | EdCont                 | DURAN            | MACIEL            | PEDRO                | 6461025402 | 35   | HOMBRE     | MN |
| 245  | 330906 | Contado                | CALZADA          | SOTO              | JOSE                 | 6461017491 | 18   | HOMBRE     | GR |
| 246  | 307915 | GteProj                | LEON             | MOLINA            | JUAN                 | 6461002116 | 27   | HOMBRE     | CS |
| 247  | 321438 | RepVInt                | SOLANO           | ROJAS             | ELENA                | 6461018304 | 21   | MUJER      | SP |
| 248  | 304178 | Abogado                | VASQUEZ          | VARELA            | MARIO                | 6461002652 | 46   | HOMBRE     | NL |
| 249  | 331314 | IngRed                 | CALZADA          | BARRIOS           | SONIA                | 6461028162 | 47   | MUJER      | TL |
| 250  | 313124 | ProfPrim               | MALDONADO        | LOPEZ             | GUILLERMO            | 6461029603 | 19   | HOMBRE     | TL |
| 251  | 302234 | TrabSoc                | CASILLAS         | CRUZ              | JOSE                 | 6461010420 | 38   | HOMBRE     | PL |
| 252  | 302432 | AsistAdm               | RAMOS            | ROSALES           | ISABEL               | 6461004637 | 23   | MUJER      | TL |
| 253  | 301636 | EspSeg                 | CAMACHO          | DIAZ              | PAULA                | 6461015975 | 23   | MUJER      | HG |
| 254  | 321812 | EspRRHH                | CASTILLO         | REYES             | SONIA                | 6461014147 | 41   | MUJER      | SP |
| 255  | 317014 | DisUX                  | MORENO           | MENDOZA           | SALVADOR             | 6461005769 | 50   | HOMBRE     | QR |
| 256  | 317349 | EdCont                 | TOVAR            | ESPINOSA          | BEATRIZ              | 6461029334 | 21   | MUJER      | NL |
| 257  | 303244 | AsServ                 | ALVARADO         | VALDES            | ROBERTO              | 6461026204 | 41   | HOMBRE     | SR |
| 258  | 330790 | GteProj                | SANDOVAL         | MENENDEZ          | CLARA                | 6461032163 | 19   | MUJER      | SR |
| 259  | 325899 | AsistAdm               | LEON             | MACIEL            | MARIO                | 6461017029 | 22   | HOMBRE     | MS |
| 260  | 304792 | DisUX                  | ESPINOZA         | ROJAS             | CONSUELO             | 6461001304 | 26   | MUJER      | JC |
| 261  | 309520 | MedGen                 | GUERRERO         | VALENZUELA        | HECTOR               | 6461007931 | 29   | HOMBRE     | NL |
| 262  | 317227 | EdCont                 | SERRANO          | VASQUEZ           | MANUEL               | 6461010713 | 27   | HOMBRE     | CH |
| 263  | 321446 | EspRRHH                | ARIAS            | ORTIZ             | SOFIA                | 6461024992 | 30   | MUJER      | YN |
| 264  | 319769 | Enferm                 | MACIEL           | VALENZUELA        | ADRIANA              | 6461020021 | 24   | MUJER      | AG |
| 265  | 309445 | AnlSist                | LARA             | ALVAREZ           | ISABEL               | 6461026636 | 43   | MUJER      | YN |
| 266  | 308944 | EspSeg                 | LEAL             | AGUILAR           | AURORA               | 6461022193 | 29   | MUJER      | VZ |
| 267  | 322189 | TecSup                 | CABRERA          | RIVERA            | OSCAR                | 6461020306 | 20   | HOMBRE     | PL |
| 268  | 303493 | TrabSoc                | VALENCIA         | ZAMORA            | RAUL                 | 6461017150 | 39   | HOMBRE     | NT |
| 269  | 303988 | AsServ                 | TOVAR            | ROSALES           | MARiA                | 6461031934 | 25   | MUJER      | QT |
| 270  | 311406 | EdCont                 | VALENZUELA       | FERNANDEZ         | EMILIO               | 6461015122 | 19   | HOMBRE     | SR |
| 271  | 322981 | EspSeg                 | CHACON           | CALZADA           | CONSUELO             | 6461026857 | 45   | MUJER      | JC |
| 272  | 305193 | TrabSoc                | RIOS             | DURAN             | EMILIO               | 6461011656 | 23   | HOMBRE     | ZS |
| 273  | 311006 | GteProj                | VALDES           | CABRERA           | GUILLERMO            | 6461004756 | 48   | HOMBRE     | SR |
| 274  | 301346 | AnMktDg                | AGUILAR          | SOLIS             | ALEJANDRO            | 6461014243 | 39   | HOMBRE     | NT |
| 275  | 326034 | PsOrg                  | ZAMORA           | MACIEL            | JAVIER               | 6461021791 | 42   | HOMBRE     | CM |
| 276  | 308214 | Abogado                | MIRANDA          | VALENCIA          | ROBERTO              | 6461005299 | 43   | HOMBRE     | SP |
| 277  | 314140 | PsOrg                  | TOVAR            | GUZMAN            | JULIA                | 6461013985 | 35   | MUJER      | MS |
| 278  | 316703 | TrabSoc                | PACHECO          | VEGA              | ISRAEL               | 6461004525 | 38   | HOMBRE     | BC |
| 279  | 330815 | EspSeg                 | CONTRERAS        | MUNGUIA           | ISABEL               | 6461011242 | 45   | MUJER      | BS |
| 280  | 320885 | ProfPrim               | MUNGUIA          | ZAMORA            | JULIA                | 6461019245 | 50   | MUJER      | NT |
| 281  | 304203 | AsistAdm               | PARDO            | VALENZUELA        | MANUEL               | 6461023798 | 32   | HOMBRE     | GR |
| 282  | 328514 | IngCivil               | RUBIO            | RUBIO             | ARMANDO              | 6461008002 | 24   | HOMBRE     | TL |
| 283  | 308384 | PsOrg                  | CHACON           | URIBE             | AURORA               | 6461012948 | 20   | MUJER      | GT |
| 284  | 327676 | TrabSoc                | CERVANTES        | HERRERA           | SILVIA               | 6461002483 | 45   | MUJER      | TL |
| 285  | 315751 | Arquitect              | PAREDES          | MIRANDA           | OSCAR                | 6461030297 | 27   | HOMBRE     | OC |
| 286  | 317669 | Enferm                 | GARZA            | MALDONADO         | AURORA               | 6461026781 | 46   | MUJER      | CC |
| 287  | 300469 | DevSoft                | OSORIO           | DURAN             | PILAR                | 6461008206 | 48   | MUJER      | MS |
| 288  | 302368 | ConsFin                | CERVANTES        | CAMACHO           | CLARA                | 6461014489 | 36   | MUJER      | HG |
| 289  | 312438 | EspLog                 | RIVERA           | SUAREZ            | FERNANDO             | 6461008249 | 20   | HOMBRE     | MN |
| 290  | 307703 | AnlDatos               | GOMEZ            | GUZMAN            | ALEJANDRA            | 6461000715 | 23   | MUJER      | ZS |
| 291  | 308433 | AnlVent                | AGUILAR          | ESTRELLA          | ALEJANDRO            | 6461007552 | 32   | HOMBRE     | CL |
| 292  | 304748 | PsOrg                  | BELTRAN          | LEAL              | JUAN                 | 6461019595 | 35   | HOMBRE     | MN |
| 293  | 315368 | Traduct                | ROJAS            | QUINTERO          | ISRAEL               | 6461017121 | 34   | HOMBRE     | TC |
| 294  | 317771 | PsOrg                  | CALZADA          | IGLESIAS          | LUIS                 | 6461010121 | 30   | HOMBRE     | TL |
| 295  | 309019 | Arquitect              | PAREDES          | CHACON            | SALVADOR             | 6461030499 | 27   | HOMBRE     | AG |
| 296  | 305490 | TrabSoc                | CAMACHO          | CHACON            | PATRICIA             | 6461023188 | 35   | MUJER      | MS |
| 297  | 300349 | ConsFin                | SOSA             | ARIAS             | EDUARDO              | 6461012779 | 34   | HOMBRE     | YN |
| 298  | 314672 | TrabSoc                | HIDALGO          | CHACON            | MIGUEL               | 6461020079 | 39   | HOMBRE     | MS |
| 299  | 324180 | Enferm                 | REYES            | ALVAREZ           | SOFIA                | 6461012625 | 31   | MUJER      | DG |
| 300  | 317793 | ConsFin                | ROJAS            | SOLANO            | ALEJANDRO            | 6461018270 | 29   | HOMBRE     | MN |
| 301  | 323814 | MedGen                 | MENENDEZ         | HERRERA           | FERNANDO             | 6461008950 | 34   | HOMBRE     | CH |
| 302  | 324672 | Contado                | ESPINOZA         | ALVAREZ           | ISRAEL               | 6461019276 | 25   | HOMBRE     | CC |
| 303  | 324825 | AsServ                 | VALDES           | HIDALGO           | VICTORIA             | 6461030172 | 21   | MUJER      | MN |
| 304  | 316599 | InvCien                | FERNANDEZ        | MENENDEZ          | GABRIELA             | 6461013754 | 43   | MUJER      | NE |
| 305  | 305007 | DisGraf                | REYES            | VARELA            | LAURA                | 6461003738 | 27   | MUJER      | BS |
| 306  | 325243 | Arquitect              | SOLANO           | GOMEZ             | FRANCISCO            | 6461013779 | 27   | HOMBRE     | CH |
| 307  | 321771 | IngRed                 | PAREDES          | VALDES            | BEATRIZ              | 6461003486 | 39   | MUJER      | JC |
| 308  | 327352 | Contado                | VASQUEZ          | ESCOBAR           | CLARA                | 6461006241 | 38   | MUJER      | MN |
| 309  | 317404 | EdCont                 | MORENO           | ROJAS             | PEDRO                | 6461020377 | 35   | HOMBRE     | CS |
| 310  | 306837 | EdCont                 | HIDALGO          | SILVA             | ROBERTO              | 6461007798 | 18   | HOMBRE     | CS |
| 311  | 325420 | AsServ                 | ESPINOSA         | SERRANO           | CLARA                | 6461023120 | 40   | MUJER      | PL |
| 312  | 328959 | AnlDatos               | DELGADO          | ZAMORA            | SONIA                | 6461002811 | 30   | MUJER      | NE |
| 313  | 325459 | EspRRHH                | ORTIZ            | OSORIO            | ISRAEL               | 6461005209 | 45   | HOMBRE     | GT |
| 314  | 321422 | ChefEje                | OSORIO           | ROMAN             | JORGE                | 6461021648 | 25   | HOMBRE     | SL |
